IIP ID,Summary,Text Genre,City Name,Language,Terminus ante quem,Terminus post quem,Object Type,Region,Likely religion,City Name,Description of Place Found,Material,Original text,Translation,Description
birs0007,"Negev. Birsama (Be'er-Shema), 450 CE - 500 CE. Mosaic Floor. Dedicatory.",dedicatory,Birsama,Greek,450,550,mosaic floor,Negev,christian,Birsama,"Birsama, Negev. Ancient Christian Church, In front of the Chancel.<br/>Negev. Birsama (Beer-Shema). Ancient Christian Church. In front of the                        Chancel. ",,"            Ἐπὶ Στεφάνου παραμοναρίου               καὶ, πρεσβυτέρου ἐτελιώθη τὸ                    ἔργον τοῦτο.         ",            In the time of Stephanos the paramonarios the priest this work was completed.         ,"            Dedicatory inscription on the floor in front of the chancel of the church. It is located above Birs0006, and the editor suggests that all they should therefore be read together as a continuous text. He also points out that the large letters and prominent location indicate the importance of Stephanos and the construction of the church to the community. The mosaic has black letters set into a white background. The Stephanos mentioned in this inscription is also mentioned in Birs0002, Birs0004, and Birs0008. He is referred to as a πρεσβύτερος in this inscription and in Birs0008 and as a ἰερεύς in Birs0002 and (possibly) Birs0004. The editor indicates that these two titles can both be equally used to indicate the same clerical rank of priest. He is also identified in this inscription as the paramonarios, a position which was part of the religious administrative hierarchy and which indicates that he was the bailiff or guardian of the church. Stephanos was therefore the highest ranked ecclesiastical figure at Birsama. The name Stephanos is of Greek origin. The inscription makes use of lunate sigmas as well as large miniscule omegas (in the place of majuscule omegas). The editor records two ""S"" characters in his diplomatic and seems to understand these as abbreviation marks.         "
bloy0002,"Beth Loya, 6th century BCE. Burial Inscription.",funerary,Beth Loya,Hebrew,-599,-500,wall tomb,Judaea,jewish,Beth Loya,"Beth Loya, Judaea. Burial cave on the eastern slope of the hill, Western wall of the antechamber, 1.2 meters above the ground.",limestone,                המוריה אתה חננת נוה יה                        יהוה            ,"                The (Mount of) Moriah Thou hast favoured, the dwelling of Yah, Yahveh.            ","                This inscription ""is harder to read"" than bloy0001 ""because the incisions are not                    as deep... the script is also more careless"" and because of the lines in the                    lines in the right corner.                The cave containing this inscription may have ""belonged to a family of Levite                    singers.""                 ""it would appear that [this inscription] develops this idea: Jerusalem has been                    saved; Yahveh has spared his holy city and his abode on Mount Moriah; so will                    the mountains of Judah also be saved and their inhabitants delivered.""                ""From the point of view of content these inscriptions are well suited to the                    period of Hezekiah, when Sennacherib conquered forty-six towns in Judah and kept                    Hezekiah besieged in Jerusalem 'like a caged bird'… It may be that the people                    who happened to come to this cave and write the various inscriptions did not do                    so in the course of a regular visit to their family tomb, but perhaps during the                    burial of one of their members who was killed by the enemy; or perhaps in an                    hour of danger, when the armies of the enemy passed this way, they found refuge                    in the family burial cave until the danger was over.""            "
bloy0001,"Beth Loya, 6th century BCE. Burial Inscription.",funerary,Beth Loya,Hebrew,-599,-500,wall tomb,Judaea,jewish,Beth Loya,"Beth Loya, Judaea. <br/>Western wall of the antechamber, 1.5 meters above the ground ",limestone,            יהוה אלהי כל הארץ הרי יהד               לו לאלהי ירשלם         ,"             Yahveh (is) the God of the whole earth; the mountains of Judah belong to him, to the               God of Jerusalem.         ","            ""… the letters were not always carefully written—they are indeed graffiti ...               although [this inscription] was written by a person with fairly good               handwriting.""               The cave containing this inscription may have ""belonged to a family of Levite               singers.""               ""From the point of view of content these inscriptions are well suited to the period               of Hezekiah, when Sennacherib conquered forty-six towns in Judah and kept Hezekiah               besieged in Jerusalem 'like a caged bird'… It may be that the people who happened to               come to this cave and write the various inscriptions did not do so in the course of a               regular visit to their family tomb, but perhaps during the burial of one of their               members who was killed by the enemy; or perhaps in an hour of danger, when the armies               of the enemy passed this way, they found refuge in the family burial cave until the               danger was over.""         "
bleh0001,"Bethlehem, 4th Century CE to 7th Century CE. Mosaic. Verse",verse,Bethlehem,Greek,324,620,mosaic,Judaea,christian,Bethlehem,"Bethlehem, Judaea. Mausoleum of David.<br/>"" ... North of the Basilica of the Nativity, in the area of a large     necropolis."" ",stone,                Ἀνοίξατε μοι πύλαςδικαιοσύνης εἰσελθὼν ἐν αὐταῖς ἐξομολογήσομαι τῷ                        Κυρίῷ                    αὔτη ἡ πύλη τοῦ +Κυρίου                    δίκαιοι εἰσελεύσονται ἐν αὐτῇ+                    +                    Α                    +                    Ω                    +                    +            ,"                Open to me the gates of the righteousness - I will go into them and praise the                    Lord. This is the gate of the Lord, into which the righteous will enter.            ",                The inscription is taken from Psalm 118: 19-20            
bloy0003,"Beth Loya, 6th century BCE. Burial Inscription.",funerary,Beth Loya,Hebrew,-599,-500,wall tomb,Judaea,jewish,Beth Loya,"Beth Loya, Judaea. Burial cave on the eastern slope of the hill, Western wall of the antechamber, in the space between bloy0001 and bloy0002.",stone,                אר            ,                'R            ,"                The cave containing this inscription may have ""belonged to a family of Levite                    singers."" ""From the point of view of content these inscriptions are well                    suited to the period of Hezekiah, when Sennacherib conquered forty-six towns in                    Judah and kept Hezekiah besieged in Jerusalem 'like a caged bird'… It may be                    that the people who happened to come to this cave and write the various                    inscriptions did not do so in the course of a regular visit to their family                    tomb, but perhaps during the burial of one of their members who was killed by                    the enemy; or perhaps in an hour of danger, when the armies of the enemy passed                    this way, they found refuge in the family burial cave until the danger was                    over.""            "
bloy0004,"Beth Loya, Circa 500 CE. Mosaic. Dedicatory.",dedicatory,Beth Loya,Greek,475,525,mosaic,Judaea,christian,Beth Loya,"Beth Loya, Judaea. Basilica, Nave.<br/>Western entrance to the nave ",stone,                Ἄζιζοςκαὶ Κυρικὸςεὐχαριστοῦντες ἀνεθἠκαμεν τὸν παὀν.            ,                Azizos and Kyrikos giving thanks dedicated the shrine.            ,                            
bker0001,"Beth ha-Kerem, Late 5th to early 6th century CE. Mosaic.                                Dedicatory.",dedicatory,Beth ha-Kerem,Greek,450,550,floor mosaic,Judaea,christian,Beth ha-Kerem,"Beth ha-Kerem, Judaea. North Chapel (Chapel of the Martyrs of God), Locus XII (The Chapel of the Martyrs of God).<br/>In the central rhomb of the carpet ",material_unknown,                Χαίρεσθε                    Θεοῦ                    μάρτυρες            ,"                Rejoice, martyrs of God.             ",                            
bsaf0001,"Beit Safafa, 490 CE, 596 CE, or 701 CE. Mosaic. Dedicatory.",dedicatory,Beit Safafa,Greek,490,701,mosaic,Judaea,christian,Beit Safafa,"Beit Safafa, Judaea. Small funerary chapel south-west of Jerusalem, Western wall.",stone,"                + Ἐγένετο τὸ πᾶν                        ἔργον τῆς ἀνεγέρσεως τοῦ οἴκου τῶν ἁγίων μαρτύρων ὑπὲρ σωτηρίας                            καὶ ἀντιλήμψεως                    Ϲαμουήλου καὶ τῶν αὐτοῦ διαφερόντων καὶ                    ὑπὲρ ἀναπαύσεως τῶν                        πολυβοητῶν ἐν μηνὶ Ἰουνίῳ                            ἰνδικτιῶνος                    ιδʹ ἔτους, ϛσʹ.            ","                All the work of the erection of the house of the Holy Martyrs has been made for                    the salvation and succour of Samuel and his family and for the repose of the                    much celebrated, in the month of June, indiction 14, year 6200.            ","                The dating system used is not clear. Proposed dates are June 490 (using the era                    of Diocletian), but that year fell on indiction 13. Other possibilities include                    596 (using the Georgian era of the World) and 701 (an unknown dating system that                    might place the incarnation at 5500).            "
bqut0001,"Bir el-Qutt, 532 CE. Floor Mosaic. Commemorative.",dedicatory,Bir el-Qutt,Georgian,532,532,mosaic,Judaea,christian,Bir el-Qutt,"Bir el-Qutt, Judaea. St. Theodore Monastery.",,                შეწევნითა ქრისტჱსითა და მ                    ეოხებითა წმიდისა თეოდორეჲსითა                     შეიწყალენ ანტონი აბაჲ და იოსია მო                    მსხმელი ამის სეფისაჲ და მა                    მა დედაჲ იოსიაჲსი ამენ            ,"                By the help of Christ and the intercession of St. Theodore, have mercy on Abba                    Antony and Josiah who laid out this mosaic and on Josiah's father and mother,                    Amen.            ",                            
bsha0001,"Beit Sha'ar, Late 6th Century CE. Mosaic. Dedicatory.",dedicatory,Beit Sha'ar,Greek,550,600,mosaic,Coastal Plain,christian,Beit Sha'ar,"Beit Sha'ar, Coastal Plain. Church, Nave.<br/>Eastern end ",stone,                Ὑπὲρ ἀντιλήμψεως τῶν καρποφορούντων                     Κάσιων                        καὶ Ἰωάνιν Ζαχαρίουκαὶ Ἰωάνιν Ἀβέσομβον καὶ Ἰωάνιν                            καὶ ΡΑ ἐτελιώθη τὸ ἐργον                        ἔτους            ,"                For the succour of the benefactors … Cassion, John (son of) Zacharias … and John                    Abesombos, and John and … the work was completed in the year ...            ",                            
bqut0002,"Bir el-Qutt, 430 CE. Mosaic.",building text_other,Bir el-Qutt,Georgian,430,430,mosaic,Judaea,christian,Bir el-Qutt,"Bir el-Qutt, Judaea. St. Theodore Monastery.",,"                და ძუძ ეულნი მათნი ბაკურ                    დაგრი ორმიზდ და ნაშობნიმათნი                    ქრისტეშეიწყალენ,                    ამენ            ","                […] and their alumni Bakur and Gri Ormizd and their children, Christ, have mercy,                    Amen.            ",                            
bloy0009,"Beth Loya, Circa 500 CE. Mosaic. Dedicatory.",dedicatory,Beth Loya,Greek,500,600,mosaic,Judaea,christian,Beth Loya,"Beth Loya, Judaea. Basilica, Bell Tower.",stone,                +                    Κύριοςφυλάξειτὴν εἴσοδον σου                            καὶτὴν ἔξοδον                    σου.            ,                The Lord will guard your going and coming now and forever.            ,                Inscription comes from the Septuagint version of Psalm 121:8.            
bloy0006,"Beth Loya, Circa 500 CE. Mosaic. Dedicatory.",dedicatory,Beth Loya,Greek,500,600,mosaic,Judaea,christian,Beth Loya,"Beth Loya, Judaea. Basilica, Chapel.<br/>Center of carpet ",stone,                Ἐπαναγίαὑπὲρ ἀναπαύσεως καὶ μνήμης                    Ἀετίουτὴν φήφωσινἀνέθηκα.            ,"                Epanagia, I dedicated the mosaic for the repose and memory of Aethios.            ",                            
bloy0007,"Beth Loya, Circa 500 CE. Mosaic. Dedicatory.",dedicatory,Beth Loya,Greek,500,600,mosaic,Judaea,christian,Beth Loya,"Beth Loya, Judaea. Basilica, Chapel.",stone,                Κύριε                    Ἰησοῦς                    Χρίστεἀνάπαυσον Θεκλοῦν τὴν δούλην σου.            ,                Lord Jesus Christ give rest to your servant Theklon (Thekla?).            ,                            
bloy0008,"Beth Loya, Circa 500 CE. Mosaic. Dedicatory.",dedicatory,Beth Loya,Greek,500,600,mosaic,Judaea,christian,Beth Loya,"Beth Loya, Judaea. Basilica, Baptistery.<br/>Entrance to the font ",stone,                + Φῶς δικέοις διὰ παντός.            ,                Light to the righteous in all.            ,                Inscription comes from the Septuagint version of Proverbs 13:9.            
bloy0005,"Beth Loya, Circa 500 CE. Mosaic. Dedicatory.",dedicatory,Beth Loya,Greek,500,600,mosaic,Judaea,christian,Beth Loya,"Beth Loya, Judaea. Basilica, Nave.<br/>Eastern end ",stone,                Προσφωρὰ Ἀζιζου.            ,                Offering of Azizos.            ,                            
bshe0007,"Scythopolis-Beth Shean, 521-522 CE. Building. Dedicatory. ",dedicatory,Scythopolis-Beth Shean,Greek,521,522,slab,Jordan Valley,unknown_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Locus: slab embedded in the pavement of a street near the amphitheatre.<br/>The slab is possibly in secondary use from the amphitheatre. ",limestone,"                Ἐπὶ Φλαουίου Ὀρέστου                            μεγαλοπρεπεστάτου                                        κόμητος καὶ                            ἄρχοντος τὸ περιβοητὸν ἔργον                    τῆς πλακώσεως μετὰ καὶ τοῦ νέου                    ὑδρίου ἐγένετο, προνοησαμένου Σιλβίνου Μαρίνου                            λαμπροτάτου                    κόμητος                                        καὶ                    πρώτου ἐν                            ἰνδικτιῶνι                    ιε´                                        ἔτους                    επφ´.            ","                In the days of Flavius Orestes, the most magnificient comes and governor, the                    celebrated work of the pavement together with the new water channel was carried                    out, under the care of Silvinus son of Marinus, clarissimus comes and                    principalis, in the 15th indiction, year 585.            ",                            
bshe0006,"Scythopolis-Beth Shean, 305 CE - 311 CE. Column. Dedicatory. ",dedicatory,Scythopolis-Beth Shean,Latin,305,311,column,Jordan Valley,other_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. ",limestone,"            Fortissimo providentissimo                              domino               nostro               Imperatori               Caesari               Galerio               Valerio               Maximiano Pio               Felici semper                invicto Augusto               Valerius Fermilianus                praeses               provinciae               Suriae               Palaestinae numini                maiestatique eius semper                devotissimus, feliciter.               Διὰ τῶν περὶ               Λεόντιον καὶ               Εὐγένιον               στρατηγοὺς               πόλεως               κολωνίας.                      ","            To our most powerful and provident lord, Imperator Caesar Galerius Valerius                    Maximianus Pius Felix Augustus, unvanquished forever, Valerius Firmilianus,                    governor of the province Syria Palaestina, forever devoted to his divine                    majesty, with good fortune. (Made) by the duumviri of the colony, Leontis and                    Eugenius.         ",                     
bshe0009,"Scythopolis-Beth Shean, September 522 CE. Mosaic Fragment.                                Dedicatory.",dedicatory,Scythopolis-Beth Shean,Greek,522,522,mosaic,Jordan Valley,unknown_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. ",stone.unknown,                Ἐκτίσθι τὸ μοναστήριον                    τοῦτο τοῦ ἀββᾶ Ἰουστίνου τοῦ ἀποκλειστοῦ ἐν χρόνοις                    ἰνδικτιῶνος                    ει ἔτους επφ ἐν μηνὶ                    Πανίμου κ'αὶ ἐν τῷ αὐτῷ ἐνιαυτῷ ἀπεκλείσθη ἐν μηνὶ                    Ϲεπτεμβρίου                    ἰνδικτιῶνος α                                        Προσφορὰ Ἀνοισίου σχολαστικοῦ. Κύριε                    βοήθησον. Ἀμήν.            ,"                This monastery of Abba Justin (?) the recluse was built in the time of the 15th                    indiction on the 2[.]th of Panemos of the year 585, and he was enclosed in the                    same year. on the -th of September [of the 1st indiction]. An offering of                    Anoisius the advocate. Lord, help. [Amen].            ",                            
bshe0005,"Scythopolis-Beth Shean, 161 CE - 180 CE. Pedestal. Dedicatory.",dedicatory,Scythopolis-Beth Shean,Greek,161,180,statue_base,Jordan Valley,other_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. ",limestone,"            Ἀγαθῇ τύχῃ. Αὐτοκράτορα Καίσαρα                                       Μᾶρκον Αὐρήλιον Ἀντωνῖνον                                           Σεβαστὸν τὸν κύριον Νυσαέων                    τῶν καὶ Σκυθοπολιτῶν τῆς ἱερᾶς καὶ ἀσύλου τῶν κατὰ Κοίλην Συρίαν                    Ἑλληνίδων πόλεων, ἡ πόλις διὰ ἐπιμελε ητοῦ Θεοδώρου Τίτου.         ","            With good fortune. The city (honoured) Imperator Caesar M. Aurelius Antoninus,                    the lord of the Nyseans, also called Scythopolitans, (citizens) of the holy and                    inviolable (city), one of the Greek cities of Coele Syria, through the curator                    Theodorus son of Titus.         ",                     
bshe0001,"Scythopolis-Beth Shean, 558-9 CE. Limestone slab. Dedicatory. Building.",dedicatory,Scythopolis-Beth Shean,Greek,558,559,slab,Jordan Valley,christian,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Locus: Found about 70 m. beyond the south-eastern corner of the ancient city wall of Scythopolis..",limestone,            + Θεόδωρος ὁ ποιμὴν                λουτρὰ καινουργῶν νέμει               τοῖς τὴν ἄκραν νοσοῦσι τῆς λώβης νόσον +                ἐν χρόνοις               ἰνδικτιῶνος ζ΄                ἔτους χκβ΄         ,"            Theodore the shepherd / allots, renewing them, the baths / to those sick with the                    very grievous / disease of leprosy / in the time of the seventh indiction in the                    year 622.          ",            The year is indicated according to the Pompeian era of Scythopolis.         
bshe0004,"Scythopolis-Beth Shean, 141/2 CE. Votive inscription on an altar                                found in the Roman basilica.",dedicatory,Scythopolis-Beth Shean,Greek,141,142,altar,Jordan Valley,other_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. <br/>Altar found in its original place, hulf-sunken in the ground, in front of                        the apse of the Roman basilica. ",limestone,            Ἀγαθῇ τύχῃ. Θεῷ Διονύσῳ κτίστῃ τῷ κυρίῳ Ϲέλευκος Ἀρίστωνος χαριστήριον. Ἒτει εσʹ.         ,"            With good fortune. Seleucus son of Ariston (dedicated this) as a thanks offering                    to the god Dionysus, the lord founder. Year 205.         ",                     
bshe0008,"Scythopolis-Beth Shean, 521-522 CE. Building Slab. Dedicatory.",dedicatory,Scythopolis-Beth Shean,Greek,521,522,slab,Jordan Valley,unknown_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Locus: slab embedded in the pavement of a street near the amphitheatre (same as bshe0007).<br/>possibly from the amphitheatre wall. ",limestone,                Ἀρχὴ ἔργου θαυμαστοῦ                Φλαουίου                    Ὀρέστου                μεγαλοπρεπεστάτου                    ἄρχοντος            ,"                Starting point of the wondrous work of Flavius Orestes, the most magnificent                    governor.            ",                            
bshe0003,"Scythopolis-Beth Shean, 139/40 CE. Votive inscription on a limestone                                base.",dedicatory,Scythopolis-Beth Shean,Greek,139,140,statue_base,Jordan Valley,unknown_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. ",limestone,                Ἔτους γσʹ                    Λούκιος Οὐάριος Κυρείνᾳ Πρόκλος ΔὶἈκραίῳ Σωτῆρι μετ᾽ εὐχαριστίας ἀνέθηκεν.            ,"                Year 203. Lucius Varius of the (tribe) Quirina dedicated (this) to Zeus Akraios,                    the saviour, in thanksgiving.            ",                            
bshe0002,"Scythopolis-Beth Shean, 21 - 22 CE. Sarcophagus. Funerary.",funerary,Scythopolis-Beth Shean,Greek,21,22,sarcophagus,Jordan Valley,unknown_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. <br/>Found within a collapsed burial cave. The cave formed part of the     large northern cemetery of Scythopolis, situated on the north bank     of Nahal Harod. ",marble,                ἔτους                    πεʹ. Ἀντιόχου Φαλλίωνος Καβώα            ,"                Year 85. (Sarcophagus) of Antiochus son of Phallion, Kaboa(?)            ",                            
bshe0020,"Scythopolis-Beth Shean, 553-4 or 568-9 CE. Mosaic Pavement. Calendar.                            ",calendar,Scythopolis-Beth Shean,Greek,553,569,mosaic,Jordan Valley,christian,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Monastery of Lady Mary, Mosaic Pavement of Central Hall.<br/>in situ. ",stone,                Ἰανουάριοςἡμέραι                    λα´               Φεβρουάριοςἡμέραι                        κη´Μάρτιοςἡμέραι λα´Ἀπρίλιοςἡμέραι                        λ´Μάιοςἡμέραι λα´ Ἰούνιοςἡμέραι                        λ´Ἰούλιοςἡμέραι                        λα´               Ἀὐγούστοςἡμέραι                        λα´Ϲεπέμβριοςἡμέραι λ´Ὀκτώβριοςἡμέραι                        λα´Νοέμβριοςἡμέραι λ´Δεκέμβριοςἡμέραι                    λα´            ,"                January* [31 days]*, February* 28 days*, March* 31 days*, April* 30 days*, May*                    31 days*, June* 30 days*, July* 31 days*, August* 31 days*, September* 30 days*,                    October* 31 days*, November*, 30 days*, December* 31 days            ",                            
bshe0019,"Scythopolis-Beth Shean, 553-4 or rather 568-9 CE. Mosaic Pavement.                                Dedicatory",dedicatory,Scythopolis-Beth Shean,Greek,553,569,mosaic,Jordan Valley,christian,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Monastery, Inscription set in the mosaic pavement of the entrance hall (A), in front of the entrance..",stone,                Προσφορὰ ὑπὲρ μνήμης καὶ τελείας                    ἐν Χριστῷ ἀναπαύσεως Ζοσίμου ἰλλουστρίου καὶ                    σωτηρίας καὶ ἀντιλήμψεως Ἰωάννου ἐνδοξοτάτου ἀπὸ                    ἐπάρχων καὶ Πέτρου καὶ Ἀναστασίου φιλοχρίστων                    κομίτων καὶ παντὸς τοῦ εὐλογιμένου                    αὐτῶν οἴκου εὐχαῖς τῶν ἁγίων. Ἀμήν.            ,"                Offering for the memory and the perfect rest in Christ of the illustrius Zosimus,                    and the preservation and succour of John, the gloriosissimus honorary prefect,                    and of Peter and Anastasius, Christ-loving comites, and of all their blessed                    house, through the prayers of the saints. Amen.            ",                            
bshe0012,"Scythopolis-Beth Shean, 524-525 CE. Slab. Dedicatory.",dedicatory,Scythopolis-Beth Shean,Greek,524,525,slab,Jordan Valley,christian,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Caravanserai, Discovered in pavement of second floor (secondary use).",stone,            + Ἐκ τῆς δοθείσης                θείας φιλοτιμίας                     κατὰ               αἴτησιν Φλαουίου Ἀρσενίου τοῦ                     ἐνδοξοτάτου τὸ                     πᾶν               ἔργον               τοῦ τείχους ἀνενεώθη               ἐν χρόνοις               Φλαουίου Ἀναστασίου                λαμπροτάτου               ἄρχοντος ἐν                     ἰνδικτιῶνι               γ´.         ,"            With a grant made by the imperial liberality at the request of the gloriosissimus               Flavius Arsenius, the whole fabric of the city-wall was renovated, in the time of               Flavius Anastasius, clarissimus governor, in the 3rd indiction.          ",            Relates to the renovation of the city wall. Same inscription found on bshe0014         
bshe0015,"Scythopolis-Beth Shean, 522-526 CE. City Wall. Dedicatory.",dedicatory,Scythopolis-Beth Shean,Greek,522,526,slab,Jordan Valley,unknown_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Tell el-Husn, Arab House.<br/>Inscription from City Wall. Discovered in secondary use. ",stone,                + Ἐκ τῆς δοθείσης                            θείας                    φιλοτιμίας κατὰ αἴτησιν                            Φλαουίου Ἀρσενίου τοῦ                            ἐνδοξοτάτου                    τὸ πᾶν ἔργον τοῦ τείχους                    ἀνενεώθη ἐν χρόνοις                    Φλαουίου Λέοντος τοῦ                            μεγαλοπρεπεστάτου                    ἄρχοντος                    ἰνδικτιῶνος                    δ´            ,"                With a grant made by the imperial liberality at the request of the gloriosissimus                    Flavius Arsenius, the whole fabric of the city-wall was renovated, in the time                    of Flavius Leo, the most magnificent governor, in the 4th (1st?) indiction.            ",                            
bshe0014,"Scythopolis-Beth Shean, 524-525 CE. Slab. Dedicatory. ",dedicatory,Scythopolis-Beth Shean,Greek,524,525,slab,Jordan Valley,unknown_religion,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. ",limestone,                + Ἐκ τῖς δοθη είσις θείας φιλοτιμίας αι κατʼ αἴτισιν Φλαουίου Ἀρσενίου τοῦ ἐνδοξοτάτου καὶ τὸ ἔργον τοῦ                            τείχους                    ἀνενεώθη ἐν                            χρόνοις                    Φλαουίου Ἀναστασίου τοῦ                            λαμπροτάτου ἄρχοντος ἐν ἰνδικτιῶνι γ´.            ,"                With a grant made by the imperial liberality at the request of the gloriosissimus                    Flavius Arsenius, the whole fabric of the city-wall was renovated, in the time                    of Flavius Anastasius, clarissimus governor, in the 3rd indiction.             ",                Relates to the renovation of the city wall. Same inscription found on bshe0012.                    The spelling on this slab is more vulgar than on bshe0012.             
bshe0011,"Scythopolis-Beth Shean, 5th c. CE. Synagogue Mosaic. Dedicatory",dedicatory,Scythopolis-Beth Shean,Greek,400,500,mosaic,Jordan Valley,jewish,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. <br/>Found     in the center of the mosaic of the 'Leontis House'. ",stone,                Μνησθῇεἰς ἀγαυὸν καὶ                    ἰςεὐλογίαν ὁ κύριος Λεόντιςὁ                    κλουβᾶς ὅτι ὑπὲρσοτηρίας αὐτοῦ καὶ                    τοῦἀδελφοῦ αὐτοῦ Ἰωναθᾶἐψήφοσεω τὰ ὅδεἐξ ἠδήον         ,                Remembered / to good and to / blessing (will be) the lord Leontis / the cage                    maker who for / his (own) salvation and / (also for) his brother Jonathan('s) /                    made this mosaic / from (his own) pocket             ,                             
bshe0010,"Scythopolis-Beth Shean, 5th c. CE. Synagogue Mosaic. Dedicatory",dedicatory,Scythopolis-Beth Shean,Greek,400,500,mosaic,Jordan Valley,jewish,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. <br/>Found in the mosaic of the 'Leontis House'. ",stone,                                    Κύριε                    βοήθει Λεοντίου                            κλουβᾶ         ,                Lord help Leontis [the] cage maker            ,                 Inscription is placed between two figures in the mosaic            
bshe0016,"Scythopolis-Beth Shean, 6th c. CE. Synagogue Mosaic. Dedicatory",dedicatory,Scythopolis-Beth Shean,Greek,500,600,mosaic,Jordan Valley,jewish,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. <br/>Found     in a mosaic floor of a small synagogue. ",stone,                                    Προσφορὰ ὦν                    Κύριος γινόσκι                    τὰὀνόματα αὐτὸς                    φυλάξι ἐν                    χρόνῳ         ,"                Gift of those whom [the] Lord knows their names, he Himself [will] protect                    (them) for (a long) time            ",                             
bshe0013,"Scythopolis-Beth Shean, 6th c. CE. Synagogue Mosaic. Dedicatory                                (Artists' Names). ",dedicatory,Scythopolis-Beth Shean,Greek,500,600,mosaic,Jordan Valley,jewish,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Locus: Found in a room adjacent to the Synagogue.",stone,                Χιροθεία Μαριανοῦ καὶ τουτοῦ αὐτο Ἀνίνα            ,                [Created by the] ha/nd of Maria/nus and h/is so/n Hanina            ,                             
bshe0024,"Scythopolis-Beth Shean, Monastery of Lady Mary, 567 CE. Mosaic                                Inscription. Funerary ",funerary,Scythopolis-Beth Shean,Greek,567,567,mosaic,Jordan Valley,christian,Scythopolis-Beth Shean,"Scythopolis-Beth Shean, Jordan Valley. Monastery of Lady Mary, On tomb, in the southeastern corner of the chapel.",stone,"                +                    Ὅπου ἔστιν τὸ στεφανωσταύριον                     ἐκεῖ κεῖτε κεῖταιτὸ πελλαικὸν τοῦστόματος τοῦ μνημεείου ἔχων ἔχονκρικεῖα καὶ ὁ βουλόμενος ἐπερει ἐπαιρει τὸστεφανωσταύριον                            καὶ εὐρίσκει τὸ πελλαικὸν καὶ θάπτει. Εἰ δὲ θελήσῃ ἡ                    κυρὰΜαρία ἡ τόνδε τὸν ναὸν κτησασα κτίσασακατατεθῆναι ἐν το τῷ δε το τῷ μνημείῳἢ της τίς ποτε τῆς αὐτῆς γενεᾶς, ἐγὼἨλίας, ἐλέει                    Θεοῦ ἐνκληστός ἐνκλειστός, ἐν ὀνόματι                    Πατρὸς                    καὶ                    Υἱοῦ                    καὶ ἁγίου                            Πνεύματος εὐλογῶ                            καὶ ἀναθεματίζω                    ἕκαστόν τινα μετ’ ἐμὲκολύοντα ἢ αὐτὴν ἢ τινα τον τῷ αὐτῆςἢ καὶ ἐπεροντα ἐπαιροντα ταῦτά μου τὰ+ γράμματα +            ","                Where the wreathed cross is, [there] lies the lid of the mouth of the tomb, which                    has rings. Whoever wishes (to bury) shall lift the wreathed cross, and he will                    find the lid and bury. And if the Lady Mary, who founded this church, should                    desire in future to lay down (a dead) in this tomb, (she) or anyone of her                    family at any time, I Elias, by the mercy of God a recluse, in the name of the                    Father, the Son and the Holy Ghost, curse and anathemize whoever after me                    hinders her or any of hers, or removes this inscription of mine.            ",                            
